month_end_date,cost_center,department,segment,total_cost,segment_cost_share_pct,segment_cost,allocation_basis,new_logo_pct,new_logo_allocated_cost
2024-05-31,CC-1050,Solutions Engineering,Enterprise,48155.36,0.25,12038.84,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6510.7875664125595
2024-05-31,CC-1050,Solutions Engineering,Mid-Market,48155.36,0.4375,21067.97,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11393.87824122198
2024-05-31,CC-1050,Solutions Engineering,SMB,48155.36,0.3125,15048.55,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8138.484458015699
2024-05-31,CC-1060,Sales Leadership,Enterprise,21532.34,0.25,5383.085,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2911.2541479861807
2024-05-31,CC-1060,Sales Leadership,Mid-Market,21532.34,0.4375,9420.39875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5094.6947589758165
2024-05-31,CC-1060,Sales Leadership,SMB,21532.34,0.3125,6728.85625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3639.067684982726
2024-05-31,CC-1100,Demand Generation,Enterprise,337802.96,0.25,84450.74,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,84450.74
2024-05-31,CC-1100,Demand Generation,Mid-Market,337802.96,0.4375,147788.795,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,147788.795
2024-05-31,CC-1100,Demand Generation,SMB,337802.96,0.3125,105563.425,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,105563.425
2024-05-31,CC-1110,Product Marketing,Enterprise,179700.60,0.25,44925.15,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-05-31,CC-1110,Product Marketing,Mid-Market,179700.60,0.4375,78619.0125,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-05-31,CC-1110,Product Marketing,SMB,179700.60,0.3125,56156.4375,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-05-31,CC-1200,Customer Success,Enterprise,89390.72,0.25,22347.68,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-05-31,CC-1200,Customer Success,Mid-Market,89390.72,0.4375,39108.44,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-05-31,CC-1200,Customer Success,SMB,89390.72,0.3125,27934.6,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-06-30,CC-1000,Sales - SMB,Enterprise,86630.14,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-06-30,CC-1000,Sales - SMB,Mid-Market,86630.14,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-06-30,CC-1000,Sales - SMB,SMB,86630.14,1.0,86630.14,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,75195.73732124367
2024-06-30,CC-1010,Sales - Mid-Market,Enterprise,129212.04,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-06-30,CC-1010,Sales - Mid-Market,Mid-Market,129212.04,1.0,129212.04,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,53594.34773100062
2024-06-30,CC-1010,Sales - Mid-Market,SMB,129212.04,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-06-30,CC-1020,Sales - Enterprise,Enterprise,68551.02,1.0,68551.02,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,39332.08461256833
2024-06-30,CC-1020,Sales - Enterprise,Mid-Market,68551.02,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-06-30,CC-1020,Sales - Enterprise,SMB,68551.02,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-06-30,CC-1030,Sales Development,Enterprise,85892.53,0.25,21473.1325,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21473.1325
2024-06-30,CC-1030,Sales Development,Mid-Market,85892.53,0.4375,37577.981875,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37577.981875
2024-06-30,CC-1030,Sales Development,SMB,85892.53,0.3125,26841.415625,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,26841.415625
2024-06-30,CC-1040,Sales Operations,Enterprise,49390.08,0.25,12347.52,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6677.726399888229
2024-06-30,CC-1040,Sales Operations,Mid-Market,49390.08,0.4375,21608.16,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11686.021199804401
2024-06-30,CC-1040,Sales Operations,SMB,49390.08,0.3125,15434.400000000001,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8347.157999860287
2024-06-30,CC-1050,Solutions Engineering,Enterprise,48231.25,0.25,12057.8125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6521.04818264334
2024-06-30,CC-1050,Solutions Engineering,Mid-Market,48231.25,0.4375,21101.171875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11411.834319625845
2024-06-30,CC-1050,Solutions Engineering,SMB,48231.25,0.3125,15072.265625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8151.310228304174
2024-06-30,CC-1060,Sales Leadership,Enterprise,21599.57,0.25,5399.8925,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2920.3438993262166
2024-06-30,CC-1060,Sales Leadership,Mid-Market,21599.57,0.4375,9449.811875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5110.601823820879
2024-06-30,CC-1060,Sales Leadership,SMB,21599.57,0.3125,6749.865625,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3650.4298741577713
2024-06-30,CC-1100,Demand Generation,Enterprise,324596.08,0.25,81149.02,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,81149.02
2024-06-30,CC-1100,Demand Generation,Mid-Market,324596.08,0.4375,142010.785,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,142010.785
2024-06-30,CC-1100,Demand Generation,SMB,324596.08,0.3125,101436.27500000001,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,101436.27500000001
2024-06-30,CC-1110,Product Marketing,Enterprise,180355.36,0.25,45088.84,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-06-30,CC-1110,Product Marketing,Mid-Market,180355.36,0.4375,78905.47,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-06-30,CC-1110,Product Marketing,SMB,180355.36,0.3125,56361.049999999996,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-06-30,CC-1200,Customer Success,Enterprise,89310.43,0.25,22327.6075,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-06-30,CC-1200,Customer Success,Mid-Market,89310.43,0.4375,39073.313125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-06-30,CC-1200,Customer Success,SMB,89310.43,0.3125,27909.509374999998,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-07-31,CC-1000,Sales - SMB,Enterprise,84663.61,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-07-31,CC-1000,Sales - SMB,Mid-Market,84663.61,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-07-31,CC-1000,Sales - SMB,SMB,84663.61,1.0,84663.61,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,73488.77167032419
2024-07-31,CC-1010,Sales - Mid-Market,Enterprise,138439.59,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-07-31,CC-1010,Sales - Mid-Market,Mid-Market,138439.59,1.0,138439.59,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,57421.735050364936
2024-07-31,CC-1010,Sales - Mid-Market,SMB,138439.59,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-07-31,CC-1020,Sales - Enterprise,Enterprise,78691.19,1.0,78691.19,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,45150.1457358868
2024-07-31,CC-1020,Sales - Enterprise,Mid-Market,78691.19,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-07-31,CC-1020,Sales - Enterprise,SMB,78691.19,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-07-31,CC-1030,Sales Development,Enterprise,85386.91,0.25,21346.7275,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21346.7275
2024-07-31,CC-1030,Sales Development,Mid-Market,85386.91,0.4375,37356.773125,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37356.773125
2024-07-31,CC-1030,Sales Development,SMB,85386.91,0.3125,26683.409375000003,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,26683.409375000003
2024-07-31,CC-1040,Sales Operations,Enterprise,49334.92,0.25,12333.73,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6670.268558390142
2024-07-31,CC-1040,Sales Operations,Mid-Market,49334.92,0.4375,21584.0275,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11672.969977182749
2024-07-31,CC-1040,Sales Operations,SMB,49334.92,0.3125,15417.162499999999,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8337.835697987677
2024-07-31,CC-1050,Solutions Engineering,Enterprise,48102.64,0.25,12025.66,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6503.659622181611
2024-07-31,CC-1050,Solutions Engineering,Mid-Market,48102.64,0.4375,21044.905,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11381.404338817818
2024-07-31,CC-1050,Solutions Engineering,SMB,48102.64,0.3125,15032.075,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,8129.574527727013
2024-07-31,CC-1060,Sales Leadership,Enterprise,21422.89,0.25,5355.7225,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,2896.4560922942733
2024-07-31,CC-1060,Sales Leadership,Mid-Market,21422.89,0.4375,9372.514374999999,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,5068.798161514977
2024-07-31,CC-1060,Sales Leadership,SMB,21422.89,0.3125,6694.653125,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,3620.5701153678415
2024-07-31,CC-1100,Demand Generation,Enterprise,286626.68,0.25,71656.67,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,71656.67
2024-07-31,CC-1100,Demand Generation,Mid-Market,286626.68,0.4375,125399.1725,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,125399.1725
2024-07-31,CC-1100,Demand Generation,SMB,286626.68,0.3125,89570.8375,Demand generation -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,89570.8375
2024-07-31,CC-1110,Product Marketing,Enterprise,167637.26,0.25,41909.315,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-07-31,CC-1110,Product Marketing,Mid-Market,167637.26,0.4375,73341.30125,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-07-31,CC-1110,Product Marketing,SMB,167637.26,0.3125,52386.64375,Product Marketing (brand / content) -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-07-31,CC-1200,Customer Success,Enterprise,89315.60,0.25,22328.9,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-07-31,CC-1200,Customer Success,Mid-Market,89315.60,0.4375,39075.575000000004,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-07-31,CC-1200,Customer Success,SMB,89315.60,0.3125,27911.125,Customer Success -- 0% acquisition (PHASE1_SPEC 8.5),0.0,0.0
2024-08-31,CC-1000,Sales - SMB,Enterprise,87019.82,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-08-31,CC-1000,Sales - SMB,Mid-Market,87019.82,0.0,0.0,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,0.0
2024-08-31,CC-1000,Sales - SMB,SMB,87019.82,1.0,87019.82,"New Logo AE, SMB -- 100% to own segment; acquisition % = FY2025 SMB AE bookings mix",0.8680089553271375,75533.98305095555
2024-08-31,CC-1010,Sales - Mid-Market,Enterprise,133173.29,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-08-31,CC-1010,Sales - Mid-Market,Mid-Market,133173.29,1.0,133173.29,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,55237.38819340201
2024-08-31,CC-1010,Sales - Mid-Market,SMB,133173.29,0.0,0.0,"New Logo AE, Mid-Market -- 100% to own segment; acquisition % = FY2025 Mid-Market AE bookings mix",0.4147782801896837,0.0
2024-08-31,CC-1020,Sales - Enterprise,Enterprise,83049.86,1.0,83049.86,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,47650.99221837916
2024-08-31,CC-1020,Sales - Enterprise,Mid-Market,83049.86,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-08-31,CC-1020,Sales - Enterprise,SMB,83049.86,0.0,0.0,"New Logo AE, Enterprise -- 100% to own segment; acquisition % = FY2025 Enterprise AE bookings mix",0.5737636670113491,0.0
2024-08-31,CC-1030,Sales Development,Enterprise,85491.69,0.25,21372.9225,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,21372.9225
2024-08-31,CC-1030,Sales Development,Mid-Market,85491.69,0.4375,37402.614375000005,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,37402.614375000005
2024-08-31,CC-1030,Sales Development,SMB,85491.69,0.3125,26716.153125,SDR -- 100% acquisition (PHASE1_SPEC 8.5); split across segments by FY2025 active AE headcount,1.0,26716.153125
2024-08-31,CC-1040,Sales Operations,Enterprise,49565.55,0.25,12391.3875,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,6701.450610324584
2024-08-31,CC-1040,Sales Operations,Mid-Market,49565.55,0.4375,21684.928125000002,Sales Ops / Solutions Engineering / Leadership -- split across segments by FY2025 active AE headcount; acquisition % = blended FY2025 AE bookings mix,0.5408151920295111,11727.538568068023
