contract_id,customer_id,contract_type,term_months,start_date,end_date,renewal_date,billing_frequency,list_acv,discount_pct,net_acv,tcv,renewal_status,predecessor_contract_id,uplift_pct_at_renewal
CTR-00169-05,CUST-00169,annual,12,2024-06-29,2025-06-28,2025-06-28,Annual in advance,61239.25,0.33,40956.81,40956.81,Renewed,CTR-00169-04,0.05
CTR-00169-06,CUST-00169,annual,12,2025-06-29,2026-06-28,2026-06-28,Annual in advance,65036.09,0.37,40959.73,40959.73,Renewed,CTR-00169-05,0.00
CTR-00169-07,CUST-00169,annual,12,2026-06-29,2027-06-28,2027-07-01,Annual in advance,69068.32,0.38,42594.43,42594.43,Active,CTR-00169-06,0.04
CTR-00170-04,CUST-00170,annual,12,2023-06-26,2024-06-25,2024-06-28,Annual in advance,24874.16,0.17,20645.55,20645.55,Renewed,,0.04
CTR-00170-05,CUST-00170,annual,12,2024-06-26,2025-06-25,2025-06-27,Annual in advance,28155.14,0.18,23030.90,23030.90,Renewed,CTR-00170-04,0.05
CTR-00170-06,CUST-00170,annual,12,2025-06-26,2026-06-25,2026-06-25,Annual in advance,29900.76,0.20,23830.91,23830.91,Renewed,CTR-00170-05,0.03
CTR-00170-07,CUST-00170,annual,12,2026-06-26,2027-06-25,2027-06-30,Annual in advance,31754.61,0.25,23831.83,23831.83,Active,CTR-00170-06,0.00
CTR-00172-04,CUST-00172,annual,12,2023-07-29,2024-07-28,2024-08-01,Quarterly in advance,57592.42,0.23,44472.87,44472.87,Renewed,,0.04
CTR-00172-05,CUST-00172,annual,12,2024-07-29,2025-07-28,2025-07-29,Annual in advance,61163.15,0.24,46643.02,46643.02,Renewed,CTR-00172-04,0.05
CTR-00172-06,CUST-00172,annual,12,2025-07-29,2026-07-28,2026-07-28,Annual in advance,64955.27,0.26,48307.23,48307.23,Active,CTR-00172-05,0.04
CTR-00174-04,CUST-00174,annual,12,2023-08-27,2024-08-26,2024-08-31,Annual in advance,59708.19,0.21,47199.32,47199.32,Renewed,,0.05
CTR-00174-05,CUST-00174,annual,12,2024-08-27,2025-08-26,2025-08-31,Annual in advance,63410.09,0.22,49282.32,49282.32,Renewed,CTR-00174-04,0.04
CTR-00174-06,CUST-00174,annual,12,2025-08-27,2026-08-26,2026-08-31,Annual in advance,67341.52,0.24,50923.66,50923.66,Active,CTR-00174-05,0.03
CTR-00175-04,CUST-00175,annual,12,2023-08-14,2024-08-13,2024-08-14,Annual in advance,14883.90,0.28,10646.45,10646.45,Renewed,,0.04
CTR-00175-05,CUST-00175,annual,12,2024-08-14,2025-08-13,2025-08-15,Quarterly in advance,15806.71,0.30,10998.31,10998.31,Renewed,CTR-00175-04,0.03
CTR-00175-06,CUST-00175,annual,12,2025-08-14,2026-08-13,2026-08-13,Annual in advance,16786.72,0.34,10998.66,10998.66,Active,CTR-00175-05,0.00
CTR-00176-04,CUST-00176,annual,12,2023-09-28,2024-09-27,2024-09-29,Quarterly in advance,15433.58,0.22,11962.57,11962.57,Renewed,,0.04
CTR-00176-05,CUST-00176,annual,12,2024-09-28,2025-09-27,2025-09-27,Annual in advance,21433.68,0.24,16195.29,16195.29,Renewed,CTR-00176-04,0.04
CTR-00176-06,CUST-00176,annual,12,2025-09-28,2026-09-27,2026-09-30,Annual in advance,22762.57,0.26,16787.40,16787.40,Active,CTR-00176-05,0.04
CTR-00178-04,CUST-00178,annual,12,2023-10-12,2024-10-11,2024-10-15,Quarterly in advance,9545.32,0.24,7223.90,7223.90,Renewed,,0.05
CTR-00178-05,CUST-00178,annual,12,2024-10-12,2025-10-11,2025-10-14,Annual in advance,12671.41,0.26,9346.43,9346.43,Renewed,CTR-00178-04,0.04
CTR-00178-06,CUST-00178,annual,12,2025-10-12,2026-10-11,2026-10-13,Annual in advance,13457.04,0.31,9345.91,9345.91,Active,CTR-00178-05,0.00
CTR-00179-04,CUST-00179,annual,12,2023-10-30,2024-10-29,2024-10-31,Quarterly in advance,27442.79,0.15,23318.14,23318.14,Renewed,,0.00
CTR-00179-05,CUST-00179,annual,12,2024-10-30,2025-10-29,2025-10-29,Annual in advance,29144.24,0.20,23318.31,23318.31,Renewed,CTR-00179-04,0.00
CTR-00179-06,CUST-00179,annual,12,2025-10-30,2026-10-29,2026-10-31,Quarterly in advance,30951.18,0.22,24244.06,24244.06,Active,CTR-00179-05,0.04
CTR-00180-04,CUST-00180,annual,12,2023-10-06,2024-10-05,2024-10-08,Annual in advance,83112.04,0.30,58053.76,58053.76,Renewed,,0.04
CTR-00180-05,CUST-00180,annual,12,2024-10-06,2025-10-05,2025-10-09,Annual in advance,111073.52,0.34,73053.05,73053.05,Renewed,CTR-00180-04,0.00
CTR-00180-06,CUST-00180,annual,12,2025-10-06,2026-10-05,2026-10-08,Annual in advance,117960.08,0.35,76190.42,76190.42,Active,CTR-00180-05,0.04
CTR-00181-04,CUST-00181,annual,12,2023-11-25,2024-11-24,2024-11-28,Annual in advance,15589.09,0.21,12290.44,12290.44,Renewed,,0.00
CTR-00181-05,CUST-00181,annual,12,2024-11-25,2025-11-24,2025-11-29,Quarterly in advance,19102.63,0.26,14181.79,14181.79,Renewed,CTR-00181-04,0.00
CTR-00181-06,CUST-00181,annual,12,2025-11-25,2026-11-24,2026-11-28,Annual in advance,20287.00,0.27,14837.91,14837.91,Active,CTR-00181-05,0.05
CTR-00182-04,CUST-00182,annual,12,2023-11-30,2024-11-29,2024-12-04,Annual in advance,30218.85,0.14,25961.01,25961.01,Renewed,,0.03
CTR-00182-05,CUST-00182,annual,12,2024-11-30,2025-11-29,2025-12-04,Annual in advance,32092.42,0.17,26739.40,26739.40,Renewed,CTR-00182-04,0.03
CTR-00182-06,CUST-00182,annual,12,2025-11-30,2026-11-29,2026-12-01,Annual in advance,34082.15,0.18,28015.53,28015.53,Active,CTR-00182-05,0.05
CTR-00183-04,CUST-00183,annual,12,2023-11-25,2024-11-24,2024-11-26,Annual in advance,16788.25,0.29,11981.77,11981.77,Renewed,,0.00
CTR-00183-05,CUST-00183,annual,12,2024-11-25,2025-11-24,2025-11-29,Annual in advance,25470.18,0.31,17638.10,17638.10,Renewed,CTR-00183-04,0.03
CTR-00183-06,CUST-00183,annual,12,2025-11-25,2026-11-24,2026-11-27,Annual in advance,27049.33,0.32,18385.43,18385.43,Active,CTR-00183-05,0.04
CTR-00184-03,CUST-00184,annual,12,2022-12-22,2023-12-21,2023-12-25,Annual in advance,21561.73,0.24,16438.66,16438.66,Renewed,,0.04
CTR-00184-04,CUST-00184,annual,12,2023-12-22,2024-12-21,2024-12-21,Annual in advance,22898.56,0.25,17077.75,17077.75,Renewed,CTR-00184-03,0.04
CTR-00184-05,CUST-00184,annual,12,2024-12-22,2025-12-21,2025-12-21,Annual in advance,24318.27,0.27,17737.75,17737.75,Renewed,CTR-00184-04,0.04
CTR-00184-06,CUST-00184,annual,12,2025-12-22,2026-12-21,2026-12-23,Annual in advance,25826.00,0.28,18530.16,18530.16,Active,CTR-00184-05,0.04
CTR-00185-03,CUST-00185,annual,12,2022-12-27,2023-12-26,2023-12-28,Annual in advance,49932.42,0.30,34912.75,34912.75,Renewed,,0.00
CTR-00185-04,CUST-00185,annual,12,2023-12-27,2024-12-26,2024-12-26,Annual in advance,53028.23,0.31,36562.96,36562.96,Renewed,CTR-00185-03,0.05
CTR-00185-05,CUST-00185,annual,12,2024-12-27,2025-12-26,2025-12-30,Annual in advance,56315.99,0.33,37686.66,37686.66,Renewed,CTR-00185-04,0.03
CTR-00185-06,CUST-00185,annual,12,2025-12-27,2026-12-26,2026-12-27,Annual in advance,85633.58,0.34,56244.14,56244.14,Active,CTR-00185-05,0.04
CTR-00186-02,CUST-00186,multi_year,24,2022-12-30,2024-12-29,2024-12-29,Annual in advance,28577.71,0.24,21624.75,43249.50,Renewed,,0.00
CTR-00186-03,CUST-00186,multi_year,24,2024-12-30,2026-12-29,2027-01-03,Annual in advance,32231.20,0.30,22597.29,45194.58,Active,CTR-00186-02,0.04
CTR-00187-03,CUST-00187,annual,12,2022-12-30,2023-12-29,2024-01-02,Annual in advance,26101.04,0.21,20606.77,20606.77,Renewed,,0.00
CTR-00187-04,CUST-00187,annual,12,2023-12-30,2024-12-29,2024-12-31,Quarterly in advance,31334.87,0.23,24184.25,24184.25,Renewed,CTR-00187-03,0.04
CTR-00187-05,CUST-00187,annual,12,2024-12-30,2025-12-29,2025-12-29,Annual in advance,33277.63,0.25,24908.31,24908.31,Renewed,CTR-00187-04,0.03
CTR-00187-06,CUST-00187,annual,12,2025-12-30,2026-12-29,2026-12-31,Quarterly in advance,32622.31,0.30,22992.20,22992.20,Active,CTR-00187-05,0.00
CTR-00188-03,CUST-00188,annual,12,2022-12-31,2023-12-30,2024-01-02,Annual in advance,21561.73,0.26,15934.12,15934.12,Renewed,,0.00
CTR-00188-04,CUST-00188,annual,12,2023-12-31,2024-12-30,2024-12-31,Quarterly in advance,22898.56,0.28,16441.17,16441.17,Renewed,CTR-00188-03,0.03
CTR-00188-05,CUST-00188,annual,12,2024-12-31,2025-12-30,2026-01-04,Annual in advance,24318.27,0.30,16988.74,16988.74,Renewed,CTR-00188-04,0.03
CTR-00188-06,CUST-00188,annual,12,2025-12-31,2026-12-30,2027-01-04,Annual in advance,35340.84,0.32,24074.18,24074.18,Active,CTR-00188-05,0.04
CTR-00189-03,CUST-00189,annual,12,2022-12-14,2023-12-13,2023-12-18,Annual in advance,14761.56,0.24,11170.07,11170.07,Renewed,,0.03
CTR-00189-04,CUST-00189,annual,12,2023-12-14,2024-12-13,2024-12-16,Annual in advance,14471.59,0.29,10311.01,10311.01,Renewed,CTR-00189-03,0.00
CTR-00189-05,CUST-00189,annual,12,2024-12-14,2025-12-13,2025-12-15,Annual in advance,14088.92,0.33,9452.26,9452.26,Renewed,CTR-00189-04,0.00
CTR-00189-06,CUST-00189,annual,12,2025-12-14,2026-12-13,2026-12-15,Annual in advance,13603.17,0.37,8593.12,8593.12,Active,CTR-00189-05,0.00
CTR-00190-02,CUST-00190,multi_year,36,2022-03-04,2025-03-03,2025-03-08,Annual in advance,424272.03,0.26,315064.41,945193.23,Renewed,,0.03
CTR-00190-03,CUST-00190,multi_year,36,2025-03-04,2028-03-03,2028-03-05,Annual in advance,387005.74,0.38,239943.56,719830.68,Active,CTR-00190-02,0.00
CTR-00191-03,CUST-00191,annual,12,2022-12-12,2023-12-11,2023-12-14,Annual in advance,82262.58,0.26,60734.46,60734.46,Renewed,,0.04
CTR-00191-04,CUST-00191,annual,12,2023-12-12,2024-12-11,2024-12-13,Annual in advance,66796.18,0.30,46436.70,46436.70,Renewed,CTR-00191-03,0.00
CTR-00191-05,CUST-00191,annual,12,2024-12-12,2025-12-11,2025-12-15,Annual in advance,70937.54,0.32,48450.34,48450.34,Renewed,CTR-00191-04,0.04
CTR-00191-06,CUST-00191,annual,12,2025-12-12,2026-12-11,2026-12-12,Annual in advance,75335.67,0.33,50746.11,50746.11,Active,CTR-00191-05,0.05
CTR-00192-01,CUST-00192,monthly,1,2021-01-15,2026-06-30,,Monthly in arrears,3209.07,0.05,3042.20,16732.10,Active,,
CTR-00193-01,CUST-00193,monthly,1,2021-01-04,2026-06-30,,Monthly in arrears,5730.48,0.09,5243.39,28838.65,Active,,
CTR-00195-01,CUST-00195,monthly,1,2021-01-31,2026-06-30,,Monthly in arrears,6418.14,0.14,5550.41,30527.26,Active,,
CTR-00201-03,CUST-00201,annual,12,2023-01-26,2024-01-25,2024-01-26,Annual in advance,9048.33,0.12,7979.72,7979.72,Churned,,0.03
CTR-00202-01,CUST-00202,monthly,1,2021-01-25,2026-03-31,,Monthly in arrears,2865.24,0.03,2784.73,14619.83,Churned,,
CTR-00204-01,CUST-00204,monthly,1,2021-02-23,2026-06-30,,Monthly in arrears,2879.64,0.09,2632.28,14258.18,Active,,
CTR-00207-02,CUST-00207,multi_year,24,2023-02-24,2025-02-23,2025-02-23,Quarterly in advance,10912.56,0.27,7997.82,15995.64,Renewed,,0.00
CTR-00207-03,CUST-00207,multi_year,24,2025-02-24,2027-02-23,2027-02-24,Annual in advance,16410.22,0.32,11149.10,22298.20,Active,CTR-00207-02,0.05
CTR-00208-03,CUST-00208,annual,12,2023-02-02,2024-02-01,2024-02-03,Annual in advance,5456.28,0.14,4674.94,4674.94,Renewed,,0.03
CTR-00208-04,CUST-00208,annual,12,2024-02-02,2025-02-01,2025-02-06,Annual in advance,5794.57,0.19,4675.06,4675.06,Renewed,CTR-00208-03,0.00
CTR-00208-05,CUST-00208,annual,12,2025-02-02,2026-02-01,2026-02-05,Annual in advance,6153.83,0.22,4824.60,4824.60,Renewed,CTR-00208-04,0.03
CTR-00208-06,CUST-00208,annual,12,2026-02-02,2027-02-01,2027-02-01,Quarterly in advance,6535.37,0.26,4824.41,4824.41,Active,CTR-00208-05,0.00
CTR-00209-01,CUST-00209,monthly,1,2021-02-25,2026-06-30,,Monthly in arrears,5183.35,0.05,4901.38,26549.14,Active,,
CTR-00210-01,CUST-00210,monthly,1,2021-02-27,2024-01-31,,Monthly in arrears,4607.43,0.19,3709.90,11129.70,Churned,,
CTR-00211-01,CUST-00211,monthly,1,2021-02-27,2026-06-30,,Monthly in arrears,1151.86,0.12,1008.11,5460.60,Active,,
CTR-00212-01,CUST-00212,monthly,1,2021-02-28,2024-05-31,,Monthly in arrears,3455.57,0.06,3264.13,10880.43,Churned,,
CTR-00214-01,CUST-00214,monthly,1,2021-02-27,2026-06-30,,Monthly in arrears,7256.70,0.12,6409.12,34716.07,Active,,
CTR-00215-01,CUST-00215,monthly,1,2021-02-28,2026-06-30,,Monthly in arrears,1151.86,0.04,1106.82,5995.28,Active,,
CTR-00221-01,CUST-00221,monthly,1,2021-03-28,2026-06-30,,Monthly in arrears,6945.87,0.07,6463.83,34473.76,Active,,
CTR-00222-01,CUST-00222,monthly,1,2021-03-30,2025-04-30,,Monthly in arrears,4051.76,0.06,3821.21,15921.71,Churned,,
CTR-00223-01,CUST-00223,monthly,1,2021-03-16,2024-03-31,,Monthly in arrears,4051.76,0.03,3941.96,12154.38,Churned,,
CTR-00224-03,CUST-00224,annual,12,2023-03-10,2024-03-09,2024-03-10,Annual in advance,2741.85,0.19,2219.80,2219.80,Renewed,,0.00
CTR-00224-04,CUST-00224,annual,12,2024-03-10,2025-03-09,2025-03-11,Annual in advance,2911.84,0.20,2317.82,2317.82,Renewed,CTR-00224-03,0.04
CTR-00224-05,CUST-00224,annual,12,2025-03-10,2026-03-09,2026-03-12,Annual in advance,3092.38,0.22,2425.66,2425.66,Renewed,CTR-00224-04,0.05
CTR-00224-06,CUST-00224,annual,12,2026-03-10,2027-03-09,2027-03-11,Annual in advance,3284.11,0.23,2514.31,2514.31,Active,CTR-00224-05,0.04
CTR-00226-03,CUST-00226,annual,12,2023-03-27,2024-03-26,2024-03-27,Annual in advance,5222.57,0.14,4466.86,4466.86,Renewed,,0.04
CTR-00226-04,CUST-00226,annual,12,2024-03-27,2025-03-26,2025-03-28,Annual in advance,5546.37,0.17,4606.26,4606.26,Renewed,CTR-00226-03,0.03
CTR-00226-05,CUST-00226,annual,12,2025-03-27,2026-03-26,2026-03-29,Annual in advance,5890.25,0.18,4812.33,4812.33,Renewed,CTR-00226-04,0.04
CTR-00226-06,CUST-00226,annual,12,2026-03-27,2027-03-26,2027-03-27,Quarterly in advance,6255.44,0.21,4970.57,4970.57,Active,CTR-00226-05,0.03
CTR-00227-03,CUST-00227,annual,12,2023-03-22,2024-03-21,2024-03-25,Annual in advance,4569.75,0.08,4195.94,4195.94,Renewed,,0.00
CTR-00227-04,CUST-00227,annual,12,2024-03-22,2025-03-21,2025-03-21,Annual in advance,4853.07,0.10,4349.32,4349.32,Renewed,CTR-00227-03,0.04
CTR-00227-05,CUST-00227,annual,12,2025-03-22,2026-03-21,2026-03-24,Quarterly in advance,5153.97,0.13,4498.90,4498.90,Renewed,CTR-00227-04,0.03
CTR-00227-06,CUST-00227,annual,12,2026-03-22,2027-03-21,2027-03-23,Annual in advance,4691.58,0.18,3856.01,3856.01,Active,CTR-00227-05,0.00
CTR-00228-01,CUST-00228,monthly,1,2021-03-16,2026-06-30,,Monthly in arrears,1157.65,0.19,934.22,4982.51,Active,,
CTR-00229-01,CUST-00229,monthly,1,2021-03-02,2026-06-30,,Monthly in arrears,4051.76,0.12,3569.60,19037.87,Active,,
CTR-00233-03,CUST-00233,annual,12,2023-03-26,2024-03-25,2024-03-29,Annual in advance,7181.04,0.14,6169.95,6169.95,Renewed,,0.00
CTR-00233-04,CUST-00233,annual,12,2024-03-26,2025-03-25,2025-03-27,Quarterly in advance,6932.96,0.19,5608.76,5608.76,Renewed,CTR-00233-03,0.00
CTR-00233-05,CUST-00233,annual,12,2025-03-26,2026-03-25,2026-03-29,Quarterly in advance,7362.81,0.21,5823.25,5823.25,Renewed,CTR-00233-04,0.04
CTR-00233-06,CUST-00233,annual,12,2026-03-26,2027-03-25,2027-03-28,Quarterly in advance,7819.30,0.26,5823.03,5823.03,Active,CTR-00233-05,0.00
CTR-00234-01,CUST-00234,monthly,1,2021-03-08,2026-06-30,,Monthly in arrears,8103.52,0.13,7031.42,37500.91,Active,,
CTR-00236-03,CUST-00236,annual,12,2023-04-21,2024-04-20,2024-04-25,Annual in advance,1968.31,0.22,1527.01,1527.01,Renewed,,0.00
CTR-00236-04,CUST-00236,annual,12,2024-04-21,2025-04-20,2025-04-20,Annual in advance,2090.34,0.24,1586.99,1586.99,Renewed,CTR-00236-03,0.04
CTR-00236-05,CUST-00236,annual,12,2025-04-21,2026-04-20,2026-04-24,Quarterly in advance,2219.94,0.29,1587.04,1587.04,Renewed,CTR-00236-04,0.00
CTR-00236-06,CUST-00236,annual,12,2026-04-21,2027-04-20,2027-04-21,Annual in advance,2357.58,0.30,1642.29,1642.29,Active,CTR-00236-05,0.03
CTR-00237-01,CUST-00237,monthly,1,2021-04-30,2026-06-30,,Monthly in arrears,5235.58,0.05,4990.55,26200.39,Active,,
CTR-00238-01,CUST-00238,monthly,1,2021-04-26,2024-03-31,,Monthly in arrears,2908.66,0.11,2583.47,7750.41,Churned,,
CTR-00239-01,CUST-00239,monthly,1,2021-04-16,2026-06-30,,Monthly in arrears,2326.93,0.07,2167.30,11378.33,Active,,
CTR-00240-01,CUST-00240,monthly,1,2021-04-20,2025-11-30,,Monthly in arrears,5235.58,0.03,5103.64,23816.99,Churned,,
CTR-00241-01,CUST-00241,monthly,1,2021-04-24,2026-06-30,,Monthly in arrears,6399.04,0.04,6125.16,32157.09,Active,,
CTR-00242-01,CUST-00242,monthly,1,2021-04-20,2024-10-31,,Monthly in arrears,2908.66,0.24,2197.49,7874.34,Churned,,
CTR-00246-01,CUST-00246,monthly,1,2021-05-02,2026-06-30,,Monthly in arrears,4092.58,0.00,4092.58,21145.00,Active,,
CTR-00248-03,CUST-00248,annual,12,2023-05-28,2024-05-27,2024-05-30,Annual in advance,2637.60,0.16,2221.12,2221.12,Renewed,,0.04
CTR-00248-04,CUST-00248,annual,12,2024-05-28,2025-05-27,2025-05-31,Annual in advance,2801.13,0.18,2305.05,2305.05,Renewed,CTR-00248-03,0.04
CTR-00248-05,CUST-00248,annual,12,2025-05-28,2026-05-27,2026-06-01,Annual in advance,2974.80,0.19,2415.54,2415.54,Renewed,CTR-00248-04,0.05
CTR-00248-06,CUST-00248,annual,12,2026-05-28,2027-05-27,2027-05-30,Annual in advance,3159.24,0.24,2415.55,2415.55,Active,CTR-00248-05,0.00
CTR-00249-01,CUST-00249,monthly,1,2021-05-24,2024-12-31,,Monthly in arrears,5261.89,0.07,4915.13,18022.14,Churned,,
CTR-00250-01,CUST-00250,monthly,1,2021-05-03,2026-06-30,,Monthly in arrears,2923.27,0.09,2646.44,13673.27,Active,,
CTR-00251-01,CUST-00251,monthly,1,2021-05-27,2024-04-30,,Monthly in arrears,6548.13,0.12,5753.84,17261.52,Churned,,
CTR-00253-03,CUST-00253,annual,12,2023-05-28,2024-05-27,2024-05-31,Quarterly in advance,5275.20,0.13,4589.95,4589.95,Renewed,,0.03
CTR-00253-04,CUST-00253,annual,12,2024-05-28,2025-05-27,2025-05-31,Annual in advance,6302.54,0.15,5358.42,5358.42,Renewed,CTR-00253-03,0.04
CTR-00253-05,CUST-00253,annual,12,2025-05-28,2026-05-27,2026-05-30,Annual in advance,6693.30,0.16,5601.62,5601.62,Renewed,CTR-00253-04,0.05
CTR-00253-06,CUST-00253,annual,12,2026-05-28,2027-05-27,2027-05-29,Annual in advance,7108.28,0.18,5814.57,5814.57,Active,CTR-00253-05,0.04
CTR-00255-03,CUST-00255,annual,12,2023-05-01,2024-04-30,2024-05-04,Annual in advance,2637.60,0.17,2182.88,2182.88,Renewed,,0.00
CTR-00255-04,CUST-00255,annual,12,2024-05-01,2025-04-30,2025-04-30,Quarterly in advance,2801.13,0.19,2268.92,2268.92,Renewed,CTR-00255-03,0.04
CTR-00255-05,CUST-00255,annual,12,2025-05-01,2026-04-30,2026-05-01,Annual in advance,2974.80,0.24,2268.88,2268.88,Renewed,CTR-00255-04,0.00
CTR-00255-06,CUST-00255,annual,12,2026-05-01,2027-04-30,2027-05-04,Annual in advance,3159.24,0.25,2366.27,2366.27,Active,CTR-00255-05,0.04
CTR-00258-03,CUST-00258,annual,12,2023-06-30,2024-06-29,2024-06-30,Quarterly in advance,2650.85,0.15,2265.68,2265.68,Renewed,,0.03
CTR-00258-04,CUST-00258,annual,12,2024-06-30,2025-06-29,2025-06-30,Annual in advance,2815.21,0.17,2339.44,2339.44,Renewed,CTR-00258-03,0.03
CTR-00258-05,CUST-00258,annual,12,2025-06-30,2026-06-29,2026-07-01,Annual in advance,2989.75,0.18,2454.29,2454.29,Churned,CTR-00258-04,0.05
CTR-00267-03R,CUST-00267,annual,12,2023-11-01,2024-10-31,2024-11-01,Annual in advance,2038.60,0.11,1820.67,1820.67,Renewed,,
CTR-00267-04,CUST-00267,annual,12,2024-11-01,2025-10-31,2025-10-31,Annual in advance,2164.99,0.12,1910.39,1910.39,Churned,CTR-00267-03R,0.05
CTR-00269-03,CUST-00269,annual,12,2023-06-25,2024-06-24,2024-06-29,Annual in advance,9940.70,0.23,7629.49,7629.49,Renewed,,0.00
CTR-00269-04,CUST-00269,annual,12,2024-06-25,2025-06-24,2025-06-24,Quarterly in advance,9149.42,0.28,6612.29,6612.29,Churned,CTR-00269-03,0.00
CTR-00270-03,CUST-00270,annual,12,2023-06-04,2024-06-03,2024-06-07,Annual in advance,3313.57,0.15,2810.57,2810.57,Renewed,,0.03
CTR-00270-04,CUST-00270,annual,12,2024-06-04,2025-06-03,2025-06-07,Annual in advance,3519.01,0.18,2896.85,2896.85,Renewed,CTR-00270-03,0.03
CTR-00270-05,CUST-00270,annual,12,2025-06-04,2026-06-03,2026-06-07,Annual in advance,3737.19,0.19,3011.43,3011.43,Renewed,CTR-00270-04,0.04
CTR-00270-06,CUST-00270,annual,12,2026-06-04,2027-06-03,2027-06-08,Annual in advance,3968.89,0.21,3144.55,3144.55,Active,CTR-00270-05,0.04
CTR-00271-02R,CUST-00271,monthly,1,2023-09-01,2024-06-30,,Monthly in arrears,12782.34,0.07,11932.31,9943.59,Churned,,
CTR-00272-01,CUST-00272,monthly,1,2021-07-26,2026-06-30,,Monthly in arrears,2952.73,0.09,2684.33,13421.65,Active,,
CTR-00274-03,CUST-00274,annual,12,2023-07-27,2024-07-26,2024-07-26,Annual in advance,7326.48,0.11,6500.79,6500.79,Renewed,,0.05
CTR-00274-04,CUST-00274,annual,12,2024-07-27,2025-07-26,2025-07-28,Annual in advance,5658.71,0.16,4727.85,4727.85,Renewed,CTR-00274-03,0.00
CTR-00274-05,CUST-00274,annual,12,2025-07-27,2026-07-26,2026-07-26,Annual in advance,6009.55,0.18,4923.02,4923.02,Active,CTR-00274-04,0.04
CTR-00275-03,CUST-00275,annual,12,2023-07-11,2024-07-10,2024-07-12,Annual in advance,2664.17,0.10,2406.54,2406.54,Renewed,,0.03
CTR-00275-04,CUST-00275,annual,12,2024-07-11,2025-07-10,2025-07-13,Quarterly in advance,2829.35,0.11,2505.39,2505.39,Renewed,CTR-00275-03,0.04
CTR-00275-05,CUST-00275,annual,12,2025-07-11,2026-07-10,2026-07-10,Annual in advance,3004.77,0.14,2593.12,2593.12,Active,CTR-00275-04,0.04
CTR-00276-03,CUST-00276,annual,12,2023-07-31,2024-07-30,2024-08-03,Quarterly in advance,3330.22,0.11,2948.91,2948.91,Renewed,,0.05
CTR-00276-04,CUST-00276,annual,12,2024-07-31,2025-07-30,2025-08-02,Quarterly in advance,3536.69,0.13,3084.70,3084.70,Renewed,CTR-00276-03,0.05
CTR-00276-05,CUST-00276,annual,12,2025-07-31,2026-07-30,2026-08-02,Annual in advance,3755.97,0.18,3084.78,3084.78,Active,CTR-00276-04,0.00
CTR-00278-03,CUST-00278,annual,12,2023-07-28,2024-07-27,2024-07-30,Annual in advance,11988.78,0.12,10593.29,10593.29,Renewed,,0.03
CTR-00278-04,CUST-00278,annual,12,2024-07-28,2025-07-27,2025-07-28,Quarterly in advance,9902.74,0.17,8239.08,8239.08,Renewed,CTR-00278-03,0.00
CTR-00278-05,CUST-00278,annual,12,2025-07-28,2026-07-27,2026-07-29,Annual in advance,10516.70,0.22,8238.78,8238.78,Active,CTR-00278-04,0.00
CTR-00279-03,CUST-00279,annual,12,2023-07-14,2024-07-13,2024-07-13,Quarterly in advance,6527.23,0.05,6195.65,6195.65,Renewed,,0.05
CTR-00279-04,CUST-00279,annual,12,2024-07-14,2025-07-13,2025-07-17,Annual in advance,6931.91,0.07,6480.64,6480.64,Renewed,CTR-00279-03,0.05
CTR-00279-05,CUST-00279,annual,12,2025-07-14,2026-07-13,2026-07-14,Annual in advance,6310.02,0.12,5554.71,5554.71,Active,CTR-00279-04,0.00
CTR-00281-02R,CUST-00281,monthly,1,2022-05-01,2024-02-29,,Monthly in arrears,5588.13,0.02,5469.10,10026.68,Churned,,
CTR-00282-01,CUST-00282,monthly,1,2021-08-27,2026-06-30,,Monthly in arrears,7478.27,0.10,6753.63,33205.35,Active,,
CTR-00283-03,CUST-00283,annual,12,2023-08-26,2024-08-25,2024-08-29,Quarterly in advance,2811.44,0.07,2610.98,2610.98,Renewed,,0.05
CTR-00283-04,CUST-00283,annual,12,2024-08-26,2025-08-25,2025-08-28,Annual in advance,2985.75,0.09,2710.17,2710.17,Renewed,CTR-00283-03,0.04
CTR-00283-05,CUST-00283,annual,12,2025-08-26,2026-08-25,2026-08-25,Annual in advance,3170.87,0.10,2838.88,2838.88,Active,CTR-00283-04,0.05
CTR-00284-01,CUST-00284,monthly,1,2021-08-31,2026-06-30,,Monthly in arrears,1780.54,0.03,1733.53,8523.19,Active,,
